edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
5102,2344,2572,51.96,6.24,88.31,51.96,30.0,0.43,0.365,0.6625,0.52,0.1355,0.5375,0.59,0.6595,0.493,0.43,0.1025,0.4675,0.455,0.3245,0.4265,3.94,0.546,0.218,0.35,0.418,0.483,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5103,2344,2578,36.8,4.42,62.82,36.8,30.0,0.425,0.365,0.6455,0.5215,0.191,0.487,0.566,0.678,0.49,0.446,0.1075,0.4785,0.5405,0.325,0.411,2.73,0.5915,0.226,0.361,0.43,0.462,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5104,2344,2584,41.71,5.01,71.72,41.71,30.0,0.435,0.45,0.593,0.5215,0.091,0.457,0.5895,0.685,0.4795,0.441,0.115,0.489,0.515,0.3415,0.441,3.295,0.557,0.174,0.356,0.4655,0.432,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5105,2344,2721,106.29,10.93,180.46,106.29,35.0,0.365,0.555,0.645,0.4955,0.2485,0.4605,0.608,0.6845,0.483,0.4895,0.108,0.434,0.477,0.312,0.412,4.02,0.5715,0.202,0.3415,0.521,0.4435,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5106,2345,2435,14.94,1.79,25.39,14.94,30.0,0.265,0.48,0.675,0.477,0.2155,0.615,0.5775,0.6115,0.3815,0.44,0.1795,0.4055,0.4465,0.35,0.4115,5.03,0.5765,0.2935,0.3535,0.4575,0.465,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5107,2347,2397,71.22,10.26,120.16,71.22,25.0,0.25,0.505,0.64,0.469,0.072,0.657,0.538,0.656,0.256,0.433,0.138,0.3625,0.4615,0.3695,0.3935,6.955,0.587,0.199,0.3085,0.4545,0.4225,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5108,2348,2882,55.9,6.71,93.24,55.9,30.0,0.365,0.505,0.681,0.4975,0.244,0.652,0.5465,0.634,0.3545,0.481,0.1345,0.4165,0.5555,0.338,0.4065,2.515,0.523,0.272,0.3115,0.5215,0.443,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5109,2349,2425,42.42,5.09,70.54,42.42,30.0,0.395,0.245,0.651,0.5125,0.2165,0.631,0.6035,0.707,0.3755,0.4345,0.172,0.4255,0.3775,0.371,0.4065,2.45,0.513,0.222,0.3465,0.483,0.462,3.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5110,2349,2902,17.94,2.15,30.44,17.94,30.0,0.405,0.41,0.668,0.462,0.1385,0.464,0.6075,0.703,0.455,0.4225,0.151,0.4125,0.4515,0.367,0.4095,2.23,0.5755,0.2055,0.295,0.426,0.475,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5111,2350,2437,55.07,6.61,94.91,55.07,30.0,0.32,0.475,0.6525,0.538,0.1295,0.391,0.575,0.678,0.451,0.448,0.1355,0.3945,0.489,0.32,0.4345,4.43,0.578,0.1065,0.354,0.4865,0.4285,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5112,2351,2373,54.46,6.54,92.87,54.46,30.0,0.445,0.3,0.6405,0.464,0.48,0.168,0.581,0.6955,0.3995,0.474,0.102,0.4795,0.5245,0.355,0.403,4.36,0.6045,0.1645,0.3145,0.482,0.362,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5113,2351,2438,57.23,5.15,96.33,57.23,40.0,0.525,0.235,0.729,0.548,0.245,0.385,0.677,0.784,0.281,0.568,0.0885,0.5925,0.525,0.3005,0.3605,4.055,0.6455,0.17,0.4825,0.566,0.3765,4.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5114,2351,2579,28.26,3.39,47.83,28.26,30.0,0.415,0.31,0.6345,0.528,0.3745,0.1505,0.5635,0.648,0.366,0.445,0.116,0.4465,0.5115,0.349,0.4045,3.255,0.5765,0.067,0.326,0.4795,0.3795,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5115,2352,2491,15.6,1.87,27.17,15.6,30.0,0.215,0.39,0.625,0.501,0.4405,0.5865,0.5745,0.658,0.39,0.485,0.133,0.3475,0.4785,0.332,0.447,1.715,0.5885,0.096,0.331,0.46,0.448,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5116,2352,2899,33.3,4.0,56.92,33.3,30.0,0.295,0.47,0.6365,0.4905,0.432,0.5155,0.6015,0.6695,0.394,0.475,0.1275,0.412,0.519,0.326,0.425,3.025,0.5685,0.131,0.305,0.497,0.424,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5117,2353,2542,33.14,3.98,57.57,33.14,30.0,0.3,0.535,0.6665,0.4535,0.2315,0.585,0.5425,0.6815,0.438,0.434,0.0885,0.423,0.477,0.415,0.4355,2.28,0.6035,0.156,0.3945,0.4115,0.4875,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5118,2353,2837,19.7,2.36,33.43,19.7,30.0,0.375,0.48,0.6565,0.5045,0.1385,0.5405,0.5625,0.71,0.4185,0.44,0.1165,0.4445,0.4555,0.3905,0.405,2.52,0.584,0.1885,0.3605,0.4095,0.4515,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5119,2354,2448,31.01,3.72,52.15,31.01,30.0,0.375,0.515,0.693,0.4915,0.2905,0.6025,0.55,0.644,0.335,0.488,0.1395,0.4455,0.5145,0.326,0.389,2.795,0.5855,0.2085,0.337,0.502,0.432,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5120,2355,2440,9.54,1.14,16.43,9.54,30.0,0.495,0.41,0.6325,0.475,0.1085,0.7605,0.5445,0.659,0.4175,0.4625,0.126,0.487,0.53,0.3285,0.443,1.17,0.559,0.183,0.383,0.511,0.5095,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5121,2355,2451,18.66,2.24,32.35,18.66,30.0,0.375,0.515,0.663,0.5355,0.1975,0.834,0.568,0.684,0.4405,0.502,0.1545,0.4615,0.5275,0.325,0.444,1.685,0.58,0.134,0.351,0.515,0.528,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5122,2355,2900,19.6,2.35,34.44,19.6,30.0,0.5,0.53,0.631,0.538,0.1495,0.737,0.545,0.6775,0.42,0.4945,0.098,0.449,0.453,0.365,0.455,0.88,0.6035,0.1095,0.34,0.5225,0.504,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5123,2356,2411,32.06,4.62,57.2,32.06,25.0,0.495,0.68,0.7305,0.5265,0.266,0.6815,0.5975,0.708,0.378,0.5715,0.0665,0.4645,0.538,0.322,0.442,5.4,0.685,0.1345,0.3585,0.5875,0.452,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Avenue Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
5124,2357,2493,41.54,4.98,69.56,41.54,30.0,0.4225,0.3425,0.5922,0.4415,0.2238,0.2985,0.5665,0.6902,0.3878,0.4752,0.1308,0.4445,0.5195,0.3183,0.3775,3.145,0.594,0.2248,0.3548,0.471,0.3598,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5125,2357,2912,40.67,4.88,70.82,40.67,30.0,0.3025,0.5025,0.6362,0.4885,0.2788,0.3345,0.5855,0.6607,0.3708,0.5072,0.0837,0.4085,0.5075,0.3652,0.4335,1.805,0.616,0.1292,0.3322,0.5345,0.3968,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5126,2359,2423,29.4,2.65,50.69,29.4,40.0,0.285,0.56,0.8285,0.5725,0.4255,0.364,0.713,0.7895,0.3245,0.6575,0.1705,0.591,0.5455,0.2325,0.3735,2.25,0.7015,0.165,0.4555,0.689,0.3115,3.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
5127,2360,2424,27.69,3.32,46.98,27.69,30.0,0.26,0.48,0.6995,0.4885,0.243,0.5885,0.555,0.6685,0.385,0.4505,0.124,0.4155,0.527,0.3805,0.4325,2.275,0.528,0.1925,0.326,0.468,0.4735,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5128,2360,2593,43.55,5.23,74.24,43.55,30.0,0.225,0.435,0.669,0.4315,0.3695,0.4685,0.5085,0.665,0.391,0.463,0.155,0.3915,0.467,0.398,0.443,3.99,0.5235,0.1615,0.3,0.448,0.45,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5129,2360,2893,8.59,1.03,14.61,8.59,30.0,0.25,0.49,0.6745,0.424,0.348,0.509,0.515,0.6885,0.3915,0.4775,0.0995,0.399,0.5425,0.3455,0.4345,0.77,0.533,0.137,0.3375,0.4535,0.423,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5130,2361,2752,35.47,3.93,60.0,35.47,32.5,0.32,0.51,0.682,0.5052,0.383,0.2708,0.5868,0.6775,0.3808,0.4415,0.155,0.438,0.4962,0.34,0.4057,4.42,0.5715,0.1045,0.3412,0.4492,0.395,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5131,2361,2785,73.12,8.77,122.4,73.12,30.0,0.275,0.415,0.7152,0.5048,0.253,0.5938,0.58,0.6758,0.4078,0.4718,0.1105,0.3878,0.4708,0.3438,0.4095,9.36,0.529,0.2032,0.3682,0.4682,0.4615,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5132,2362,2466,41.84,5.02,69.69,41.84,30.0,0.17,0.455,0.6475,0.4855,0.349,0.5415,0.539,0.639,0.4005,0.462,0.149,0.382,0.4555,0.3235,0.3965,2.565,0.5385,0.156,0.294,0.4195,0.4585,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Rangaswamy Temple Street,residential,residential,none,7.5m,SafeZone,10,0
5133,2363,2379,87.55,6.3,152.2,87.55,50.0,0.4875,0.565,0.742,0.548,0.3762,0.5548,0.734,0.9142,0.2485,0.623,0.1548,0.6985,0.656,0.2268,0.3632,8.32,0.7505,0.2022,0.6378,0.6332,0.3398,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,NR Road,primary,primary,none,7.5m,SafeZone,10,0
5134,2363,2699,74.97,6.35,125.2,74.97,42.5,0.32,0.4825,0.695,0.4958,0.348,0.6098,0.6192,0.772,0.3022,0.532,0.1458,0.5788,0.5735,0.2855,0.3703,8.075,0.5995,0.1665,0.469,0.5812,0.398,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,NR Road,primary,primary,none,7.5m,SafeZone,10,0
5135,2363,2737,60.59,4.85,101.53,60.59,45.0,0.4825,0.495,0.6675,0.5195,0.1868,0.5862,0.655,0.7832,0.354,0.5485,0.1208,0.603,0.6085,0.2972,0.3668,13.045,0.618,0.1297,0.4878,0.6038,0.4158,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,NR Road,primary,primary,none,7.5m,SafeZone,10,0
5136,2364,2525,20.78,2.49,34.97,20.78,30.0,0.415,0.385,0.7375,0.577,0.382,0.416,0.622,0.7115,0.3295,0.584,0.069,0.4785,0.5185,0.3275,0.388,4.945,0.5895,0.176,0.361,0.6125,0.408,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,B.V.K. Iyengar Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
5137,2365,2376,57.41,6.89,99.23,57.41,30.0,0.2125,0.5825,0.6525,0.4652,0.2318,0.5372,0.547,0.6685,0.3932,0.4285,0.1252,0.4088,0.4802,0.2978,0.4305,1.86,0.596,0.1485,0.3555,0.4402,0.4655,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5138,2365,2398,23.1,2.77,38.68,23.1,30.0,0.235,0.375,0.6485,0.5095,0.1555,0.5295,0.6315,0.755,0.3195,0.516,0.148,0.4625,0.4595,0.266,0.3755,2.785,0.5975,0.093,0.4245,0.536,0.435,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5139,2365,2425,45.88,5.51,77.68,45.88,30.0,0.29,0.385,0.634,0.494,0.2315,0.698,0.59,0.6815,0.3735,0.4095,0.1475,0.384,0.44,0.3325,0.412,3.195,0.562,0.1725,0.3755,0.4345,0.475,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5140,2365,2586,36.83,4.42,64.3,36.83,30.0,0.305,0.57,0.6155,0.46,0.2545,0.772,0.6015,0.66,0.4475,0.435,0.13,0.41,0.507,0.328,0.4385,3.375,0.615,0.099,0.3715,0.4365,0.518,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5141,2365,2691,45.84,4.71,78.37,45.84,35.0,0.215,0.47,0.633,0.429,0.318,0.411,0.5375,0.648,0.3905,0.4345,0.146,0.411,0.4785,0.3455,0.407,5.18,0.6055,0.1645,0.3715,0.432,0.4325,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5142,2365,2919,50.32,6.04,88.65,50.32,30.0,0.33,0.605,0.631,0.433,0.157,0.5495,0.602,0.706,0.4085,0.436,0.096,0.4135,0.4795,0.3195,0.439,4.26,0.6455,0.1315,0.3225,0.4265,0.4735,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5143,2370,2408,61.07,6.28,103.09,61.07,35.0,0.105,0.52,0.766,0.5155,0.1895,0.4645,0.6355,0.707,0.2765,0.563,0.1365,0.45,0.499,0.256,0.378,5.455,0.62,0.2305,0.369,0.578,0.3475,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5144,2370,2605,10.49,1.51,17.71,10.49,25.0,0.145,0.535,0.688,0.4555,0.0495,0.538,0.5535,0.6385,0.3175,0.5105,0.0875,0.3475,0.467,0.325,0.428,1.595,0.5225,0.1775,0.3565,0.504,0.4115,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5145,2370,2706,38.94,4.01,66.3,38.94,35.0,0.27,0.375,0.675,0.442,0.13,0.722,0.564,0.6595,0.3915,0.512,0.1205,0.4095,0.4825,0.3115,0.4315,4.815,0.5425,0.141,0.2975,0.5505,0.45,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5146,2370,2911,28.81,3.46,48.78,28.81,30.0,0.125,0.425,0.723,0.492,0.178,0.526,0.5455,0.6165,0.412,0.4595,0.1185,0.32,0.5,0.2725,0.437,2.375,0.513,0.127,0.3345,0.4985,0.4285,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,SP Road,residential,residential,none,7.5m,SafeZone,10,0
5147,2372,2442,45.95,5.51,80.15,45.95,30.0,0.4125,0.395,0.6178,0.5178,0.2342,0.568,0.5925,0.645,0.372,0.4698,0.0915,0.4095,0.5395,0.3432,0.4368,5.34,0.6153,0.1175,0.3555,0.4852,0.458,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5148,2372,2552,26.3,3.16,44.31,26.3,30.0,0.3675,0.58,0.6212,0.4992,0.2772,0.522,0.543,0.667,0.3305,0.4972,0.0625,0.4175,0.5145,0.3438,0.3898,4.7,0.5898,0.109,0.345,0.4852,0.43,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5149,2372,2611,35.42,4.25,61.53,35.42,30.0,0.3825,0.375,0.6872,0.5298,0.2058,0.608,0.535,0.631,0.3795,0.4992,0.08,0.436,0.441,0.3373,0.4352,4.57,0.6042,0.118,0.298,0.5017,0.4295,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5150,2373,2550,62.7,7.52,106.45,62.7,30.0,0.43,0.415,0.6505,0.4725,0.317,0.525,0.5745,0.697,0.3945,0.4785,0.1105,0.4445,0.489,0.351,0.41,3.275,0.5755,0.1575,0.3405,0.4465,0.4145,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5151,2373,2579,38.02,4.56,65.19,38.02,30.0,0.38,0.41,0.589,0.488,0.3765,0.2065,0.5515,0.6705,0.3575,0.414,0.165,0.427,0.55,0.334,0.4165,3.295,0.596,0.1675,0.3375,0.4175,0.3645,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5152,2374,2757,109.54,11.27,182.21,109.54,35.0,0.35,0.44,0.733,0.513,0.2485,0.536,0.6185,0.777,0.291,0.506,0.097,0.4465,0.5225,0.311,0.3575,10.635,0.612,0.157,0.4455,0.488,0.3755,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
5153,2375,2920,43.3,5.2,74.77,43.3,30.0,0.35,0.455,0.724,0.4985,0.312,0.5175,0.647,0.808,0.3495,0.6015,0.187,0.4975,0.5695,0.272,0.386,3.91,0.682,0.0885,0.506,0.554,0.4035,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,B.V.K. Iyengar Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
5154,2376,2586,20.6,2.47,35.92,20.6,30.0,0.3975,0.6225,0.672,0.4842,0.3073,0.5953,0.5675,0.6755,0.4238,0.4645,0.1222,0.4648,0.5332,0.3108,0.437,2.145,0.614,0.1265,0.352,0.4748,0.4505,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5155,2376,2681,20.29,2.09,34.45,20.29,35.0,0.4225,0.4725,0.7055,0.4568,0.2917,0.4308,0.567,0.6795,0.3472,0.4465,0.0922,0.4628,0.5057,0.3308,0.414,2.09,0.568,0.2145,0.3475,0.4462,0.429,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5156,2377,2802,105.84,12.7,177.92,105.84,30.0,0.425,0.445,0.644,0.546,0.203,0.577,0.525,0.707,0.3955,0.4615,0.0725,0.413,0.528,0.293,0.3965,9.52,0.569,0.0655,0.337,0.487,0.4675,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5157,2379,2384,74.14,6.67,130.5,74.14,40.0,0.4075,0.575,0.6802,0.5445,0.3805,0.6235,0.6902,0.8022,0.3328,0.5618,0.1622,0.532,0.5905,0.283,0.4108,5.25,0.699,0.2162,0.4862,0.5608,0.3942,5.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,SJP Road,primary,primary,none,7.5m,SafeZone,10,0
5158,2379,2683,83.45,6.68,142.54,83.45,45.0,0.455,0.42,0.7145,0.543,0.4505,0.6655,0.6405,0.8215,0.3595,0.55,0.121,0.5755,0.5925,0.251,0.3885,2.94,0.639,0.2425,0.47,0.5325,0.41,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,SJP Road,primary,primary,none,7.5m,SafeZone,10,0
5159,2379,2717,44.26,3.75,77.31,44.26,42.5,0.485,0.51,0.7178,0.502,0.3788,0.5092,0.6798,0.791,0.3715,0.537,0.1422,0.545,0.609,0.295,0.4112,5.445,0.671,0.228,0.5138,0.5002,0.4088,5.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,SJP Road,primary,primary,none,7.5m,SafeZone,10,0
5160,2380,2419,44.96,5.39,76.24,44.96,30.0,0.365,0.3,0.67,0.4575,0.231,0.47,0.548,0.637,0.335,0.5005,0.1275,0.394,0.483,0.339,0.4225,3.375,0.5465,0.1785,0.2975,0.4655,0.424,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5161,2382,2418,22.86,2.74,38.58,22.86,30.0,0.3275,0.325,0.691,0.5192,0.2535,0.4792,0.5732,0.6635,0.3895,0.4765,0.1125,0.4188,0.5515,0.2882,0.3938,2.66,0.588,0.1082,0.3035,0.4812,0.4082,7.5,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5162,2382,2909,31.64,3.8,52.85,31.64,30.0,0.335,0.4275,0.6338,0.5502,0.2438,0.5842,0.5642,0.6735,0.4475,0.4855,0.136,0.411,0.5522,0.2962,0.388,4.675,0.5652,0.1818,0.3445,0.465,0.4332,6.5,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5163,2383,2528,39.55,4.75,67.56,39.55,30.0,0.23,0.43,0.648,0.4525,0.307,0.6165,0.5685,0.65,0.3605,0.444,0.1365,0.395,0.4825,0.307,0.4135,4.985,0.5895,0.1575,0.3335,0.451,0.4825,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5164,2384,2390,40.71,4.51,70.31,40.71,32.5,0.285,0.5775,0.6282,0.514,0.2712,0.4942,0.5908,0.6852,0.4302,0.493,0.1355,0.3945,0.5382,0.342,0.4268,4.815,0.6008,0.136,0.3485,0.5272,0.4205,6.5,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5165,2384,2683,52.07,5.36,87.09,52.07,35.0,0.3025,0.405,0.6278,0.5165,0.337,0.655,0.5598,0.6878,0.4042,0.4958,0.1013,0.4345,0.511,0.307,0.4062,4.47,0.533,0.1698,0.3163,0.5292,0.4342,7.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5166,2384,2715,65.87,6.77,110.19,65.87,35.0,0.3575,0.47,0.6067,0.518,0.228,0.4355,0.5982,0.6932,0.3392,0.4818,0.1482,0.421,0.562,0.324,0.3988,5.945,0.5485,0.2118,0.3028,0.5172,0.3628,7.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5167,2384,2751,90.23,9.28,155.63,90.23,35.0,0.2925,0.605,0.6507,0.485,0.294,0.461,0.6372,0.7988,0.2528,0.5822,0.1472,0.523,0.5915,0.2615,0.3852,4.55,0.679,0.2158,0.4932,0.6322,0.3167,5.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5168,2385,2877,99.68,8.97,171.76,99.68,40.0,0.3725,0.3775,0.6562,0.5442,0.115,0.6835,0.631,0.7562,0.2908,0.5478,0.116,0.601,0.4968,0.2718,0.387,12.08,0.6722,0.1472,0.5115,0.582,0.4338,3.25,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5169,2386,2407,32.5,3.9,55.62,32.5,30.0,0.375,0.365,0.6735,0.4615,0.1955,0.262,0.5555,0.6865,0.4475,0.506,0.128,0.4585,0.516,0.3635,0.4235,4.08,0.576,0.095,0.315,0.5205,0.374,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5170,2386,2422,32.97,3.96,56.92,32.97,30.0,0.375,0.41,0.6435,0.471,0.0595,0.2455,0.59,0.6435,0.4565,0.504,0.1785,0.436,0.5225,0.3415,0.4485,3.59,0.556,0.114,0.3115,0.5185,0.4095,7.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5171,2388,2548,62.16,7.46,105.89,62.16,30.0,0.23,0.485,0.6415,0.431,0.2345,0.6065,0.5655,0.7045,0.3865,0.5005,0.17,0.4265,0.508,0.3025,0.4025,4.845,0.602,0.1475,0.3555,0.4895,0.456,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5172,2388,2707,14.2,1.46,24.17,14.2,35.0,0.245,0.565,0.6665,0.4315,0.2475,0.658,0.602,0.7205,0.4725,0.4485,0.1395,0.4265,0.5275,0.2965,0.4235,1.59,0.557,0.133,0.3345,0.431,0.493,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5173,2388,2749,47.28,4.86,80.56,47.28,35.0,0.31,0.555,0.6365,0.4275,0.1645,0.571,0.571,0.694,0.4115,0.4845,0.124,0.406,0.542,0.3,0.4035,2.11,0.601,0.1675,0.3185,0.4805,0.455,6.0,CENTRAL BANGALORE,Bi-directional,Avenue Road,Avenue Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
